code,name,street,zip,city,country,website,logo_url,sortOrder
0026,Alte Mackenstedter Kornbrennerei,Delmenhorster Straße 123,D-28816,Stuhr b. Bremen,Deutschland,http://www.mackenstedter.de,,10
0027,Altenburger Brauerei GmbH,Brauereistraße 20,D-04600,Altenburg,Deutschland,http://www.brauerei-altenburg.de,,10
0028,Altenmünster Brauer Bier GmbH,Schwendener Straße 18,D-87616,Marktoberdorf-Leuterschach,Deutschland,http://www.altenmuenster-brauerbier.de,,10
0029,Alter Dessauer Getränkevertrieb,Am Poetenwall 2,D-06842,Dessau- Mildensee,Deutschland,,,10
0030,Altmühltaler Mineralbrunnen AG,Bahnhofstraße 48,D-91757,Treuchtlingen,Deutschland,http://www.altmuehltaler.de,,10
0031,Altöttinger Hell Bräu GmbH,Herrenmühlstraße 15,D-84503,Altötting,Deutschland,http://www.hellbraeu.de,,10
0032,alwa Mineralbrunnen GmbH,Industriestraße 25,D-74372,Sersheim,Deutschland,http://www.alwa-mineralwasser.de,,10
0033,Ambex Vertriebs GmbH,Adlerfarnstraße 8 h,D-80935,München,Deutschland,http://www.rogaska.de,,10
0034,Amecke GmbH & Co. KG,Fröndenberger Straße 150,D-58706,Menden,Deutschland,http://www.amecke.de,,10
0035,Angermann Markenvertrieb GmbH,Eichberger Straße 8,D-95336,Mainleus,Deutschland,,,10
0036,Anheuser-Busch InBev Germany Holding GmbH,Am Deich 18/19,D-28166,Bremen,Deutschland,http://www.ab-inbev.de,,10
0037,Ankerbräu Nördlingen GmbH & Co. KG,Ankergasse 4,D-86720,Nördlingen,Deutschland,http://www.ankerbrau.com,,10
0038,Anna Zimmermann GmbH,Seelhorststraße 60,D-30175,Hannover,Deutschland,,,10
0039,Anton Pöllinger GmbH & Co. KG,Moosburger Straße 65,D-84076,Pfeffenhausen,Deutschland,http://www.brauerei-poellinger.de,,10
0040,Antonio Nadal,Conradors 28-30,ES-07141,Marratxí,Spanien,http://www.antonionadal.comen,,10
0041,Apollinaris & Schweppes GmbH & Co.,Landskroner Straße 175,D-53474,Bad Neuenahr-Ahrweiler,Deutschland,http://www.apollinaris.de,,10
0042,Apostelbräu,Eben 11-13,D-94051,Hauzenberg,Deutschland,http://www.apostelbraeu.de,,10
0043,Appenzeller Alpenbitter AG,Weissbadstraße 27,D-9050,Appenzell,Deutschland,http://www.appenzeller.com,,10
0044,Aqua Monaco,Zenettistraße 27,D-80337,München,Deutschland,http://www.aquamonaco.com,,10
0045,Aqua Montana Getränke Import GmbH,Herzog-Wilhelm-Straße 26,D-80331,München,Deutschland,,,10
0046,Aqua Vertriebs-GmbH,Krumbach 1,D-88353,Kißlegg,Deutschland,,,10
0047,aquaRömer GmbH & Co. KG,Boller Straße 132,D-73035,Göppingen-Jebenhausen,Deutschland,http://www.st-christophorus-heilwasser.de,,10
0048,Arcobräu Gräfliches Brauhaus GmbH & Co. KG,Schloßallee 1,D-94554,Moos,Deutschland,http://www.arcobraeu.de,,10
0049,Arcus AS,Destilleriveien 11,NO-1481,Hagan,Norwegen,http://www.arcus.no,,10
0050,ARDEY QUELLE GmbH & Co. KG,Flautweg 4,D-44329,Dortmund,Deutschland,http://www.ardey-quelle.de,,10
0051,Arne Import GmbH,Auf dem Streek 4,D-27753,Delmenhorst,Deutschland,http://www.philipp-koch.com,,10
0052,Artland Brauerei,Hallerstraße 4,D-49638,Nortrup,Deutschland,http://www.artland-brauerei.de,,10
0053,Artos Wein- und Sekthandels GmbH,Rudolf-Diesel-Straße 7-9,D-54292,Trier,Deutschland,,,10
0054,Asahi Brands Europe a.s. NL Deutschland,Konrad-Adenauer-Ufer 5-7,D-50668,Köln,Deutschland,http://www.asahideutschland.de,,10
0055,Asbach GmbH,Taunusstraße 1-3,D-65385,Rüdesheim am Rhein,Deutschland,http://www.asbach.de,,10
0056,Auerbräu GmbH,Münchener Straße 80,D-83022,Rosenheim,Deutschland,http://www.auerbraeu.de,,10
0057,Aufsesser Brauerei,Im Tal 70b,D-91347,Aufseß,Deutschland,http://www.brauereigasthof-rothenbach.de,,10
0058,August Ernst GmbH & Co. KG,Industriestraße 27/29,D-23843,Bad Oldesloe,Deutschland,http://www.august-ernst.de,,10
0059,August Gleumes Brauerei GmbH,Sternstraße 12,D-47798,Krefeld,Deutschland,http://www.brauerei-gleumes.de,,10
0060,August Kranz Schwarzwälder Edelbranntweinbrennerei und Großhandlung,Lindenplatz 9,D-77704,Oberkirch (Zusenhofen),Deutschland,,,10
0061,Augustiner Bräu Wagner KG,Landsberger Straße 31-35,D-80339,München,Deutschland,https://www.augustiner-braeu.de/,,10
0062,Auricher Süssmost GmbH,Kreihüttenmoorweg 11,D-26607,Aurich,Deutschland,http://www.auricher-suessmost.de,,10
0063,Avanus Mineralbrunnen GmbH,Power Weg 45,D-49191,Belm,Deutschland,http://www.avanus.de,,10
0064,B.M.G. Berliner Milcheinfuhr-Gesellschaft mbH,Sachsendamm 7,D-10829,Berlin,Deutschland,http://www.berliner-milch.eu,,10
0065,Bacardi GmbH,Hindenburgstraße 49,D-22297,Hamburg,Deutschland,http://www.bacardi.com,,10
0066,Back GmbH & Co. KG Edelbranntweinbrennerei,Landauer Straße 54,D-67373,Dudenhofen,Deutschland,http://www.brennerei-back.de,,10
0067,Bad Brambacher Mineralquellen GmbH & Co. Betriebs KG,Sprudelstraße 30,D-08648,Bad Brambach,Deutschland,http://www.bad-brambacher.de,,10
0068,Bad Driburger Naturparkquellen,Gräfin-Margarete-Allee 1,D-33014,Bad Driburg,Deutschland,http://www.bad-driburger.de,,10
0069,Bad Dürrheimer,Seestraße 11,D-78073,Bad Dürrheim,Deutschland,http://www.bad-duerrheimer.de,,10
0070,Bad Harzburger Mineralbrunnen GmbH,Am Zauberberg 3,D-38667,Bad Harzburg,Deutschland,http://www.bad-harzburger.de,,10
0071,Bad Honnefer Vertriebs GmbH,Drieschweg 40,D-53604,Bad Honnef,Deutschland,http://www.badhonnefer.de,,10
0072,Bad Hönninger Fruchtsäfte und Weine GmbH,Hauptstraße 159-163a,D-53557,Bad Hönningen/Rhein,Deutschland,http://www.bad-hoenninger.de,,10
0073,Bad Kissinger Mineralbrunnen GmbH,Am Theresienbrunnen 10,D-97688,Bad Kissingen,Deutschland,http://www.kissinger-mineralbrunnen.de,,10
0074,Bad Lauchstädter Heil- und Mineralbrunnen GmbH,Querfurter Straße 11/13,D-06246,Bad Lauchstaedt,Deutschland,,,10
0075,Bad Pyrmonter Mineral- und Heilquellen GmbH & Co. OHG,Mühlenbergstraße 8,D-31812,Bad Pyrmont,Deutschland,http://www.badpyrmonter.de,,10
0076,Badische Staatsbrauerei Rothaus AG,Rothaus 1,D-79865,Grafenhausen-Rothaus,Deutschland,http://www.rothaus.de,,10
0077,Badischer Winzerkeller eG,Zum Kaiserstuhl 16,D-79206,Breisach,Deutschland,http://www.badischer-winzerkeller.de,,10
0078,Baikal Getränke GmbH,Am Tempelhofer Berg 6,D-10965,Berlin,Deutschland,http://www.wostok-limonade.de,,10
0079,Baisinger BierManufaktur; Familie Teufel GmbH,Ergenzinger Straße 13,D-72108,Rottenburg,Deutschland,http://www.baisinger.de,,10
0080,Baron Philippe de Rothschild,14-16 rue Montalivet,F-75008,Paris,Frankreich,http://www.bpdr.com,,10
0081,Bartels-Langness Handelsgesellschaft mbH & Co. KG,Alte Weide 7 - 13,D-24116,Kiel,Deutschland,http://www.bela.de,,10
0082,Bastian Petry Weingut F.-J.Petry,Massenheimer Landstraße,D-65239,Hochheim/Main,Deutschland,http://www.weingut-lindenhof.de,,10
0083,Bauer Fruchtsaft GmbH,Am Brunnenpark 5-6,D-04924,Bad Liebenwerda,Deutschland,http://www.bauer-fruchtsaft.de,,10
0084,Bautzener Brauerei GmbH,Thomas-Mann-Straße 7,D-02625,Bautzen,Deutschland,http://www.bautzener.de,,10
0085,Bavaria Wein Import GmbH,Landsbergstraße 18,D-82205,Gilching,Deutschland,http://www.bavaria-wein.de,,10
0086,Bavaria-St.Pauli GmbH,Holstenstraße 224,D-22765,Hamburg,Deutschland,http://www.astra-bier.de/,,10
0087,Bayerische Staatsbrauerei Weihenstephan,Alte Akademie 2,D-85354,Freising,Deutschland,http://www.weihenstephaner.de,,10
0088,BAYERN-DILO GmbH,Siesbachstraße 34,D-55743,Idar-Oberstein,Deutschland,,,10
0089,Bayernwald Früchteverwertung KG,Schwanenkirchner Straße 28,D-94491,Hengersberg,Deutschland,http://www.bayernwald.com,,10
0090,Bayerwald-Bärwurzerei Liebl,Jahnstraße 11-15,D-93444,Bad Kötzing,Deutschland,http://www.brennerei-liebl.de,,10
0091,Bayla-Früchteverwertung Franz G. Brendle GmbH & Co. KG,Delpstraße 11,D-97084,Würzburg,Deutschland,http://www.bayla.de,,10
0092,Bayreuther Bierbrauerei AG,Hindenburgstraße 9,D-95445,Bayreuth,Deutschland,http://www.bayreuther-bier.de,,10
0093,Bayrische Graf zu Toerring-Jettenba,Am Schloßberg 1,D-84555,Jettenbach,Deutschland,http://www.hofbrauhaus-freising.de,,10
0094,BBF Berliner Bierfabrik GmbH,Zur Alten Börse 74,D-12681,Berlin,Deutschland,http://www.berlinerbierfabrik.com,,10
0095,Beam Suntory Deutschland,Unterschweinstiege 2-14,D-60549,Frankfurt am Main,Deutschland,http://www.beamsuntory.de,,10
0096,Beckers bester GmbH,Obere Dorfstraße 42,D-37176,Nörten-Hardenberg,Deutschland,http://www.beckers-bester.de,,10
0097,Benediktiner Weissbräu GmbH,Kaiser-Ludwig-Platz 1,D-82488,Ettal,Deutschland,http://www.benediktiner-weissbier.de,,10
0098,Berentzen-Gruppe Aktiengesellschaft,Ritterstraße 7,D-49740,Haselünne,Deutschland,http://www.berentzen-gruppe.de,,10
0099,Berg Brauerei Ulrich Zimmermann GmbH & Co. KG,Brauhausstraße 2,D-89584,Ehingen-Berg,Deutschland,http://www.bergbier.de,,10
0100,Bergbräu GmbH & Co. KG,Rosenstraße 10,D-37170,Uslar,Deutschland,http://www.bergbraeu.de,,10
0101,Bergmann Brauerei GmbH,Elias-Bahn-Weg 2,D-44263,Dortmund,Deutschland,http://www.harte-arbeit-ehrlicher-lohn.de,,10
0102,Bergquell-Brauerei Löbau GmbH,Weststraße 7,D-02708,Löbau,Deutschland,http://www.bergquell-porter.de,,10
0103,Berliner Bürgerbräu GmbH,Müggelseedamm 164-166,D-12587,Berlin,Deutschland,http://www.berlinerbuergerbraeu.de,,10
0104,Berliner-Kindl-Schultheiss-Brauerei GmbH,Indira-Gandhi-Straße 66-69,D-13053,Berlin,Deutschland,http://www.berliner-kindl.de,,10
0105,Bernadette Troestl,Hochstraße 75,D-81541,Muenchen,Deutschland,,,10
0106,Bernhard Widemann Bodensee Kelterei GmbH,Heiligenbergstraße 12,D-88697,Bermatingen,Deutschland,http://www.bodensee-kelterei-widemann.de,,10
0107,Bernkasteler Burghof GmbH,Bornwiese 2,D-54470,Bernkastel-Kues,Deutschland,,,10
0108,Bertín Osborne Selección SL,Avenida San Francisco Javier Nr. 24,ES-41018,Sevilla,Spanien,http://www.bertinosborneseleccion.es,,10
0109,Beutelsbacher Fruchtsaftkelterei GmbH,Birkelstraße 11,D-71370,Weinstadt,Deutschland,http://www.beutelsbacher.de,,10
0110,Bezirkskellerei Markgräferland EG,Winzerstraße 2,D-79588,Efringen-Kirchen,Deutschland,http://www.bezirkskellerei.de,,10
0111,Bianca Süsswaren und Getränke Vertriebs GmbH,Europaallee 57,D-50226,Frechen,Deutschland,,,10
0112,Bianco GmbH,Otto-Suhr-Allee 45,D-10585,Berlin,Deutschland,http://www.biancoberlin.de,,10
0113,Biberacher Mineralbrunnen Kilper GmbH & Co. KG,Lilienthalstraße 5,D-74078,Heilbronn,Deutschland,,,10
0114,Bier-Hannes Brauerei zur Mainkur GmbH,Hanauer Landstraße 568,D-60386,Frankfurt am Main,Deutschland,http://www.bier-hannes.de,,10
0115,Bier-Schneider GmbH,Allerstraße 23,D-53332,Bornheim,Deutschland,http://www.bier-schneider-online.de,,10
0116,BIERES et FROMAGES DE CHIMAY,8 Route Charlemagne,BES-6464,Baileux,Belgien,http://www.chimay.com,,10
0117,Bierlinie GmbH,Am Borsigturm 100,D-13507,Berlin,Deutschland,http://www.bierlinie.de,,10
0118,Biermanufaktur Engel GmbH & Co. KG,Haller Straße 29,D-74564,Crailsheim,Deutschland,http://www.engelbier.de,,10
0119,Bierzwerg (Eine Marke der Hamburg Beer Company GmbH),Grüner Weg 73,D-48268,Greven,Deutschland,http://www.bierzwerg.de,,10
0120,Binderer St. Ursula Weinkellerei GmbH,Lerchenstraße 66,D-80995,München,Deutschland,http://wp.binderer.de,,10
0121,Binding-Brauerei AG,Darmstädter Landstraße 185,D-60598,Frankfurt,Deutschland,http://www.binding.de,,10
0122,Bionade GmbH,Nordheimer Straße 14,D-97645,Ostheim vor der Rhön,Deutschland,http://www.bionade.de,,10
0123,Birkenhof Brennerei GmbH,Auf dem Birkenhof,D-57647,Nistertal,Deutschland,http://www.birkenhof-brennerei.de,,10
0124,Biskircher Heil- und Mineralbrunnen Stegili & Schmidt GmbH,Am Karlssprudel 28,D-35638,Leun,Deutschland,http://www.westerwaldquelle.de,,10
0125,Bitburger Brauerei Th. Simon GmbH,Aachener Straße 40,D-54294,Trier,Deutschland,http://www.bitburger.de,,10
0126,Bitburger Braugruppe GmbH,Römermauer 3,D-54634,Bitburg ,Deutschland,http://www.bitburger-braugruppe.de,,10
0127,Bittenfelder Fruchtsäfte Petershans GmbH & Co. KG,Schillerstraße 160,D-71336,Waiblingen,Deutschland,http://www.bittenfelder.de,,10
0128,Bitterfelder Brauerei GmbH,Hinter dem Bahnhof 5,D-06749,Bitterfeld-Wolfen,Deutschland,http://www.bitterfelder-bier.de,,10
0129,Bizz’up GmbH,Am Salzstadel 2,D-83022,Rosenheim,Deutschland,http://www.bizzup-drink.com,,10
0130,Black Forest Distillers GmbH,Äußerer Vogelsberg 7,D-72290,Loßburg-Betzweiler,Deutschland,http://www.monkey47.com,,10
0131,Blank`s Brauerei,Von-Speth-Straße 19,D-88499,Riedlingen,Deutschland,http://www.brauerei-blank.de,,10
0132,Bodegas Agronavarra,191 Mayor,ES-31521,Murchante (Navarra),Spanien,,,10
0133,Bodegas Osborne,7 Calle Los Moros,ES-11500,El Puerto de Sta María (Cádiz),Spanien,http://www.bodegas-osborne.com/,,10
0134,Boeheim Bar,Klaragasse 11,D-90402,Nürnberg,Deutschland,http://www.boeheim.de,,10
0135,Böhmisch Brauhaus Großröhrsdorf GmbH,Bahnhofstraße 11,D-01900,Großröhrsdorf,Deutschland,http://www.boehmisch-brauhaus.de,,10
0136,Boller Fruchtsäfte Stolz OHG,Hauptstraße 38,D-73087,Bad Boll,Deutschland,http://www.boller-fruchtsaefte.de,,10
0137,Borco-Marken-Import Matthiesen GmbH & Co. KG,Winsbergring 12-22,D-22525,Hamburg,Deutschland,http://www.borco.com,,10
0138,Borgo Magredo,5 Via Basaldella,I-33090,Tauranio di Spilimbergo,Italien,http://www.borgomagredo.it,,10
0139,Bottega SpA,1 Via S. Cristoforo,I-31010,Bibano TV,Italien,https://www.bottegaspa.com/,,10
0140,Bovenkerck GmbH,Hauptstraße 31,D-46499,Hamminkeln,Deutschland,http://www.bovenkerck.de,,10
0141,BRANDS INTERNATIONAL,Otto-Lilienthal-Straße 29,D-28199,Bremen,Deutschland,,,10
0142,Brasserie d'Achouffe,Achouffe n°32,BES-6666,Wibrin,Belgien,http://www.achouffe.be,,10
0143,Brasserie Duyck,113 Route nationale,F-59144,Jenlain,Frankreich,http://www.jenlain.fr,,10
0144,Brasserie Lefebvre,54 Chemin du Croly,BES-1430,Rebecq-Quenast,Belgien,http://www.brasserielefebvre.be,,10
0145,Bräu im Moos,Bräu im Moos Straße 1,D-84577,Tüßling,Deutschland,http://www.braeuimmoos.de,,10
0146,Brau und Brunnen Brauerei GmbH,Steigerstraße 20,D-44145,Dortmund,Deutschland,,,10
0147,Brau Union Österreich AG,Poschacherstraße 35,A-4021,Linz,Österreich,http://www.brauunion.at,,10
0148,Brauer-Vereinigung Pegnitz GmbH,Am Buchauer Berg 4,D-91257,Pegnitz,Deutschland,,,10
0149,"Brauerei ""Pinkus"" Müller GmbH & Co. KG",Kreuzstraße 4-10,D-48143,Münster (Westfalen),Deutschland,http://www.pinkus-mueller.de,,10
0150,Brauerei Aldersbach,Freiherr-von-Aretin-Platz 1,D-94501,Aldersbach,Deutschland,http://www.aldersbacher.de,,10
0151,Brauerei Allersheim GmbH,Allersheim 6,D-37603,Holzminden,Deutschland,http://www.brauerei-allersheim.de,,10
0152,Brauerei Aying Franz Inselkammer KG,Münchener Straße 21,D-85653,Aying,Deutschland,http://www.ayinger.de,,10
0153,Brauerei Beck GmbH & Co. KG,Am Deich 18/19,D-28199,Bremen,Deutschland,http://www.becks.de,,10
0154,Brauerei Becker GmbH,Kaiserstraße 170-174,D-66386,St. Ingbert,Deutschland,,,10
0155,Brauerei Berghammer,Donaustraße 55,D-93077,Bad Abbach,Deutschland,http://www.brauerei-berghammer.de,,10
0156,Brauerei Bischofshof e. K.,Heitzerstraße 2,D-93049,Regensburg,Deutschland,http://www.bischofshof.de,,10
0157,Brauerei Bosch GmbH & Co. KG,Steinackerstraße 15,D-57334,Bad Laasphe,Deutschland,http://www.brauerei-bosch.de,,10
0158,Brauerei Brinkhoff GmbH,Steigerstraße 20,D-44145,Dortmund,Deutschland,http://www.brinkhoffs.deswitch,,10
0159,Brauerei Bruckmüller GmbH & Co. KG,Vilsstraße 4,D-92224,Amberg,Deutschland,http://www.bruckmueller.de,,10
0160,Brauerei Bub Leinburg oHG,Marktplatz 14,D-91227,Leinburg,Deutschland,http://www.leinburger-bier.de,,10
0161,Brauerei C. & A. Veltins GmbH & Co. KG,An der Streue,D-59872,Meschede-Grevenstein,Deutschland,http://www.veltins.de,,10
0162,Brauerei C. Franz GmbH,Rauentaler Straße 4,D-76437,Rastatt,Deutschland,http://www.brauerei-franz.de,,10
0163,Brauerei C. Wittmann OHG,Ländgasse 50,D-84028,Landshut,Deutschland,http://www.brauerei-wittmann.de,,10
0164,Brauerei Carl Betz GmbH,Waldweg 101-103,D-29221,Celle,Deutschland,http://www.celler-bier.de,,10
0165,Brauerei Clemens Härle KG,Am Hopfengarten 5,D-88299,Leutkirch im Allgäu,Deutschland,http://www.haerle.de,,10
0166,Brauerei Diebels GmbH & Co. KG,Brauerei-Diebels-Straße 1,D-47661,Issum,Deutschland,http://www.diebels.de,,10
0167,Brauerei E. F. Peschl,Auerspergstraße 2,D-94032,Passau,Deutschland,http://www.peschl-braeu.de,,10
0168,Brauerei Eichhorn,Dörfleinser Straße 43,D-96103,Hallstadt,Deutschland,http://www.brauerei-eichhorn.de,,10
0169,Brauerei Erharting Jakob Röhrl oHG,Hauptstraße 6,D-84513,Erharting,Deutschland,http://www.brauerei-erharting.de,,10
0170,Brauerei Eugen Häberlen OHG,Karlstraße 66,D-74405,Gaildorf,Deutschland,http://www.brauerei-haeberlen.de,,10
0171,Brauerei Falter Inhaber Werner Falter,Hirschberger Straße 6,D-95030,Hof (Saale),Deutschland,http://www.hotelfalter.de,,10
0172,Brauerei Fässla GmbH & Co. KG,Obere Königsstraße 19-21,D-96052,Bamberg,Deutschland,http://www.faessla.de,,10
0173,Brauerei Feldschlößchen AG,Wolfenbütteler Straße33,D-38102,Braunschweig,Deutschland,http://www.feldschloesschen-bs.de,,10
0174,Brauerei Felsenkeller Herford Gebr. Uekermann GmbH & Co.,Gebr.-Uekermann-Straße 1,D-32120,Hiddenhausen,Deutschland,http://www.herforder.de,,10
0175,Brauerei Ferdinand Schumacher GmbH & Co. KG,Oststraße 123,D-40210,Düsseldorf,Deutschland,http://www.schumacher-alt.de,,10
0176,Brauerei Franz & Georg Rittmayer GdbR,Trailsdorfer Straße 4,D-91352,Hallerndorf,Deutschland,http://www.rittmayer.de,,10
0177,Brauerei Franz Xaver Glossner & Neumarkter Mineralbrunnen e.K.,Deininger Weg 88,D-92318,Neumarkt in der Oberpfalz,Deutschland,http://www.neumarkter-mineralbrunnen.de,,10
0178,Brauerei Friedmann,Jägersberg 16,D-91322,Gräfenberg,Deutschland,http://www.brauerei-friedmann.de,,10
0179,Brauerei Friedrich Düll GmbH & Co. KG,Landstraße 4-8,D-97332,Volkach,Deutschland,http://www.krautheimer.com,,10
0180,Brauerei Friedrich Gutmann,Am Kreuzberg 1,D-85135,Titting,Deutschland,http://www.brauerei-gutmann.de,,10
0181,Brauerei Fürstlich Drehna GmbH,Lindenplatz 10,D-15926,Luckau,Deutschland,http://www.brauerei-fuerstlich-drehna.de,,10
0182,Brauerei G. A. Bruch GmbH,Scheidter Straße 24-42,D-66123,Saarbrücken,Deutschland,http://www.bruchbier.de,,10
0183,Brauerei Ganter GmbH & Co. KG,Schwarzwaldstraße 43,D-79117,Freiburg im Breisgau,Deutschland,http://www.ganter.com,,10
0184,Brauerei Gebrüder Maisel KG,Hindenburgstraße 9,D-95445,Bayreuth,Deutschland,http://www.maisel.com,,10
0185,Brauerei Gg. Wolf KG,Brauereistraße 2,D-97234,Reichenberg (Unterfranken),Deutschland,http://www.wolf-bier.de,,10
0186,Brauerei Gliech GmbH,Gartenstraße 5,D-15938,Golßen,Deutschland,,,10
0187,Brauerei Gold Ochsen GmbH,Veitsbrunnenweg 3 - 8,D-89073,Ulm,Deutschland,http://www.goldochsen.de,,10
0188,Brauerei Göller zur Alten Freyung,Wildgarten 12,D-97475,Zeil am Main,Deutschland,http://www.brauerei-goeller.de,,10
0189,Brauerei Gotha Zweigniederlassung der Oettinger-Brauerei GmbH,Leinastraße 50,D-99867,Gotha,Deutschland,http://www.oettinger-bier.de,,10
0190,Brauerei Grandauer GmbH,Rotter Straße 15,D-85567,Grafing bei München,Deutschland,http://www.grandauer.de,,10
0191,Brauerei Greif GmbH & Co. KG,Serlbacher Straße 10,D-91301,Forchheim,Deutschland,http://www.brauerei-greif.de,,10
0192,Brauerei Greifenklau GmbH,Laurenziplatz 20,D-96049,Bamberg,Deutschland,http://www.greifenklau.de,,10
0193,Brauerei Greiner GmbH,Chamer Straße 10,D-93426,Roding,Deutschland,http://www.greinerbraeu.de,,10
0194,Brauerei Grohe GmbH,Nieder-Ramstädter Straße 3,D-64283,Darmstadt,Deutschland,http://www.brauerei-grohe.de,,10
0195,Brauerei Gusswerk GmbH,Römerstraße 3,A-5322,Elsenwang,Österreich,http://www.brauhaus-gusswerk.at,,10
0196,Brauerei Haberstumpf,Bergstraße 31,D-95367,Trebgast,Deutschland,http://www.brauerei-haberstumpf.de,,10
0197,Brauerei Hacklberg,Bräuhausplatz 3,D-94034,Passau,Deutschland,http://www.hacklberg.de,,10
0198,Brauerei Hacklberg Innstadt Bierspezialitäten,Bräuhausplatz 3,D-94034,Passau,Deutschland,http://www.innstadt-brauerei.de,,10
0199,Brauerei Hauf KG,Heiningerstraße 28,D-91550,Dinkelsbühl,Deutschland,http://www.hauf-bier.de,,10
0200,Brauerei Heinrich Kürzdörfer,Brauhausgasse 3,D-95473,Creußen,Deutschland,http://www.brauerei-kuerzdoerfer.de,,10
0201,Brauerei Heller GmbH,Roonstraße 33,D-50674,Köln,Deutschland,http://www.hellers.koeln,,10
0202,Brauerei Hermann Michael e.K.,Kirchenlamitzer Straße 64-66,D-95163,Weißenstadt,Deutschland,http://www.brauerei-michael.de,,10
0203,Brauerei Herrenhausen KG,Herrenhäuser Straße 83-99,D-30419,Hannover,Deutschland,http://www.herrenhaeuser.de,,10
0204,Brauerei Horneck GmbH & Co. KG,Horneck 7,D-84094,Elsendorf,Deutschland,http://www.brauerei-horneck.de,,10
0205,Brauerei Humbser-Geismann GmbH,Tucherstraße 10,D-90763,Fürth,Deutschland,,,10
0206,Brauerei Hutthurm - ein Betrieb der Raiffeisenbank i. Lkrs. Passau-Nord eG,Marktplatz 5,D-94116,Hutthurm,Deutschland,http://www.hutthurmer.de,,10
0207,Brauerei im Füchschen,Ratinger Straße 28,D-40213,Düsseldorf,Deutschland,http://www.fuechschen.de,,10
0208,Brauerei Johann Aukofer KG,Alleestraße 27,D-93309,Kelheim,Deutschland,http://www.hotel-brauerei-aukofer.de,,10
0209,Brauerei Johann Kneitinger e.K.,Kreuzgasse 7,D-93047,Regensburg,Deutschland,http://www.kneitinger.de,,10
